text,sentiment
يا ناس المحكمه نطقت الحكم بناء على تحليل ال DNA مش بيحكموا وخلاص اي قضايا نسب لازم يتحكم فيها بعد نتائج الDNA زي أحمد الفيشاوي وهند عشان كده كان واثق وبيقول حقي هيجيلي لحد عندي,neutral
"الاغنية مسروقة من اغنية إسبانية اسمها tres latidos  
 🤦🏻‍♂️🤦🏻‍♂️😒",negative
I Love you مي عز الدين 💋💋💋💋❤💗💖بموت فيكى الحلقة حلوة و انتي فيها و اللي معايا لايك 💋❤,positive
صوتها ضعيف جدا و الاغنية FAKE اويييييي :&,negative
احلى dislike 👎🏼👎🏼👎🏼,negative
روعة انا ابحب اكتير😘من مارومي LOVE,positive
"Discover This Safe Box Secrets By yourself. إكتشف أسرار
هذه الخزينه بنفسك
https://www.youtube.com/watch?v=BauepPhZT38
My daughter Box- صندوق إبنتى
https://www.youtube.com/watch?v=vSiEPzbxYxA",neutral
اقتراح: ممكن تكتبوا تحت subtitles للناس اللي قاعد ورا الكاميرا عشان صوتهم بيبقي بعيد مش بنسمعه😃,neutral
My daily jam 😍❤️🌹انا من ماليزيا 🇲🇾😘,positive
أغنية toop من مغرب,positive
لما تحب تجيب حد يعبر عن الشعب المصري هات تامر حسني شكرا شركة we,positive
شبه tinder بس ده احلي😂😂♥️,positive
"1:01 المزيكا دي اسمها Sound The Alarm
اللي مش عارف اسمها",neutral
الناس اللى عامله dislike دى اكيد متصابين صبابه .. بس الاغنيه مالها يا جدعااان,negative
يا جماعة القناة بتاعتي اسمها Hi Mom بنزل فيديوهات عن كل ما يخص الحامل و الولادة وتربية الطفل كمان لحد اربع سنين تعالوا اتفرجوا وهتستفيدو جدا شجعوني😊😊,neutral
نفسى تراجع فيلم  cenderela man..gladiator  لو سمحت استاذ مهدى,neutral
مش مصدقه انه في بهايم عاملين dislike 😅,negative
كرهت اليوتيوب من لعبت Rise of kingdoms 😕,negative
مادام مش ولادك ليه ماعملت dna,neutral
الغنية والتصوير بيعطوا Energie  حلوة 💓,positive
يا جماعه bts ايه اللي انتو كلكوا عاملين عليها قلق دي دول فرقه عاديه زي اي فرقه وعلي فكره بقي هم مش كويسين وبيعملوا حاجات وحشه جدا وبيمارسوا عادات وحشه اوي,negative
"Thanks to all the group of work artists and artist..
الله ع الحب والروعه،",positive
"انت يا برنس 
In the top  دايما",positive
مخدناش بالنا من علامة we خالص,neutral
انا ثانويه عامه 2020. افضل اغنيه تسمعها لما معرفش احل مسائله استاتيكا  the best song positive energy,positive
الا عاملين Dislike دول اكيد مش بيفهمو وربنا 😏😏,negative
مين بسمعها في 2020 Now,neutral
من كتر مبسمع الاغنيه بسمعها  ونا في ال WC 😹,positive
طيب انا دلوقتي نفسي اشوف الناس اللي عاماه dis like دول ... ايه اللي مش عاجبهم في الاغنية نفسي افهم 😞😞,neutral
الهضبه ياجماعه بينجح اى product حتى لو كان subway,positive
مش ستايل تامر i dont like it,negative
تحبي تشوفي افكار لبيتك كلها مفيده و جديده ومن غير تقليد هتلاقيها بس في قناه عالم التحدي diy tv,neutral
ههههههه د انت مسخرة 😂😂😂 number 0 😂😂😂😂,negative
يا ابو حميد عايز فيلم the mauritanian,neutral
مصر كلها على بعضها حاجه تانيه الحمد لله 🇪🇬🇪🇬🇪🇬♥️♥️♥️♥️ Egyptian and proud,positive
أنا شفت الكليب في 17 vu,neutral
انتا ليه معملتيش اي رياكشين لي the meg,neutral
نفس كلمات اغنية bum bum Tom tom,neutral
عمرو دياب love,positive
ازاي اعملdownlaod للاغنية please any answer thanks,neutral
"مش عارف ليه بس تخيلوا كده شيريهان ونانسي في فيلم musical مع بعض
لو اتكتب صح هيكسر الدنيا بجد",neutral
ال بيحب يسرا like,neutral
محمد امام افضل ممثل في تاريخ السينما المصريه والأجنبيةI love you Mohamed Eman,positive
تحمست في بداية المسلسل بس هسه صار جدا تافه و بدون هدف. السيناريو ضعيف. شخصيات متناقضة. كنت حابة اشوف ياسمين تكون شخصيتها اقوى. الأحداث غير واقعية يعني همة ماصارلهم غير كم يوم راسا واحد حب الثاني؟؟ وصار بيها غيرة وصراخ؟ disappointed,negative
"logy i love you 
بحب الاغنى دى اوى",positive
يااااااه ياسيدي ع الايام لما تهادي قلوبنا غرام ....بتجننننننن احلا تحيه من ليبيا لأهلنا ف مصر أبدااااااااااااااع ياAbu Ft. Yousra,positive
Fact : اورانج بتعمل اجمد اعلانات,positive
يخي sugar بتطلع منك زى ال sugar😂😂😂😂❤️❤️❤️❤️❤️❤️😍😍,positive
الموسيقى مسروقة حرفياً من مسلسل better call saul الجزء الأول، الحلقة الثامنة، الدقيقة 26,negative
ملكة جمال العالم haifa,positive
"ربنا يحفظها و يحققلها الى هيا عيزاه 💛 
Most Beautiful 😍",positive
"خرى الفيشاوي = dislike , مش حفكر اتفرج عليه",negative
البت العروسه دي مبتعرفش تمثل وريأكشناتها fake .. من مسلسل جمال الحريم,negative
لما سمعتها وحبيتها قلي دق تلت دقات بضزبط وحبيتها كتير Love,positive
احبكم يا المصرين l I love you 🇪🇬🇸🇦,positive
قناة PC GAMER لالعاب الاونلاين والاوفلاين تابعوها ♥️♥️,neutral
"اجنبي اجنبي يعني 
تحسه كده خيال علمي 
يوسف الشريف number 1  
#شابوه_يوسف_الشريف",positive
الثنائي دا لو انفصل حيبقى خسارة للسينما المصرية  From Morroco :),positive
احلي اعلان في السنه دي ❤❤❤❤❤❤❤❤❤❤ tamer HOSNY ❤❤❤❤❤,positive
بتنتقد الشهره وهي اصلا مصره تاخد اللقطه حتى وهي بتتوب ،،، سمجه و fake في حياتك زي تمثيلك,negative
انا ما متابعة اي مسلسل بس متابعة الاعلانات المصرية .. عكس العالم ،، تجي الاعلانات اركز يجي المسلسل اشوف اي شغلانة ،، السنة دى ابداع حقيقي واعلان بنك مصر inspiring كالعادة.. حقيقي شعب عظيم ومتقن لاي حاجة,positive
بس بصراحة ياسر جلال عالمي هيليق على الدور أوي 😍X man المصري,positive
سؤال هما ال١٣k اللي عملين dislikes عملنهم ليه,neutral
نفسي افهم هما مين اللي بيعملو dislike و dislike ع ايه اصلا كميه التخلف,negative
"الفنانة اللبنانية المصرية هيفاء وهبي انتي أيقونة لانو أمك مصرية وابوكي لبناني أحلا ميكس 😍 love you From Egypt
🇪🇬 🇱🇧 💖",positive
مين الحيوانات اللي عاملين dislike دول ...,negative
اللى عامل unlike دا ما بيفهمش والله,negative
عايزين مراجعة فيلم MEG,neutral
سمعت الاغنية البارح في mbc احلى واحدة يسراااااا 😘😘😘 I love it,positive
شريف منير انا بحبك قوي ونفسي تفكر تعمل مسلسل كوميدي انت دمك زي الشربات فكر please,positive
Cgi خرا,negative
التتر مسروق من أغنية اجنبية اسمها the future of warfare,negative
وي الاغنية  فيها كمية سليية مو طبيعية  overdose 😳😳,negative
انا الوحيده ال لاحظت ان الخشبه العليها خشب ملون زي MV BTS اغنيه Permission to dance 😳😳,neutral
الاعلان فيه too much talent  متهيالى لو واحد بس منهم كان بقي احلى,negative
يعني اللي عامل dislike دا متخلف عقليا 😂😂,negative
"خرا +خرا=تلات زقات      lol     
قررت افرمت قلبي",negative
love شاكوش ربنا يحرسك,positive
بقيت over ورخم جدا بصرااحه😏😏,negative
Tamer Ashour الاغنيه جميلة جدا جدا يارب تفضل دايما في تقدم يا فنان,positive
شريهان welcome back ♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,positive
تحفه بجد ❤🌸 بتدي power 😍😂,positive
السلطان welcome back 🥰🌙,positive
الي عايز فلم ولاد رزق يشترك في قناتي جاري تنزيل الفلم اقسم بالله جاري تحميل باقي الافلم كلها كامل HD,neutral
"تحس إنك بتتفرج على برنامج على CBS 
والضيفه بتقول انا بحبه عشان لما بنام معاه بيكيفني ... كلبه ولا ليكي صفه كإنك مرفقاه بالظبط ده إذا محصلش .. إحترموا نفسكم",negative
"😍😍بحبک تیمو ❤
Your are the best in world",positive
"Go Show my Channel and see my Videos Learn Designs Now ! :D ♥
خش شوف قناتي واتعلم التصاميم دلوقتي !!!",neutral
ثاني احسانا اغنية في 2018 بعد balti,positive
اعلانات فودافون دايما Top ❤️,positive
اخيرا الممثل المفضل بتاعى عمل فيلم انا حالف ما خش فيلم عربى فى السينما غير لكريم عبد العزيز او احمد مكى غير كدة ولا هتفرج حتى لو نزل على ال tv,positive
احلي حاجه ف الكليب حماده هلال 🌹💖💐💋😍😘I love you 🌹💖,positive
مين لسا متفرج عليه فى التليفزيون وجي اتفرج عليا YouTube 👑💪💪,neutral
يعنى ايه انا اللي ب blush,neutral
"يجدعان اسم الاغنيه ايه
اللى كانت شغاله night club  بيتاع عرابى 🤔🤔",neutral
Pubg mobile هي الأفضل,positive
المتوحدين فشخ الى عاملين dislike ؟!!,negative
